datetime; open; high; low; close; volume; suspicious
34391000;1422300;1422350;1422300;1422300;9101;0
34392000;1422273;1422300;1422250;1422300;6300;0
34393000;1422300;1422400;1422300;1422400;1601;0
34395000;1422400;1422400;1422400;1422400;351;0
34396000;1422260;1422700;1422260;1422600;27990;0
34397000;1422600;1422800;1422600;1422800;1183;0
34398000;1422700;1422900;1422700;1422800;6303;0
34399000;1422800;1422801;1422800;1422800;3;0
34400000;1422864;1422864;1422800;1422800;778;0
34401000;1422900;1422900;1422883;1422900;2601;0
34402000;1422900;1423000;1422900;1423000;3308;0
34403000;1422900;1422900;1422900;1422900;986;0
34404000;1422900;1422900;1422900;1422900;1700;0
34405000;1423000;1423000;1423000;1423000;125;0
34406000;1423000;1423000;1423000;1423000;822;0
34407000;1423000;1423000;1422961;1422961;669;0
34408000;1422900;1422999;1422900;1422999;1086;0
34409000;1423000;1423000;1422900;1422900;852;0
34410000;1422900;1422900;1422800;1422800;838;0
34411000;1422799;1422799;1422700;1422700;12;0
34412000;1422600;1422700;1422600;1422700;822;0
34413000;1422700;1422700;1422700;1422700;200;0
34414000;1422601;1422601;1422600;1422600;500;0
34415000;1422500;1422500;1422401;1422450;12008;0
34417000;1422416;1422500;1422300;1422400;30759;0
34419000;1422300;1422300;1422200;1422200;800;0
34421000;1422201;1422201;1422200;1422200;150;0
34422000;1422200;1422300;1422200;1422300;834;0
34423000;1422200;1422200;1422100;1422100;356;0
34424000;1422100;1422100;1422100;1422100;2601;0
34425000;1422000;1422000;1422000;1422000;1059;0
34426000;1422000;1422100;1422000;1422000;1951;0
34427000;1421900;1421900;1421900;1421900;1;0
34428000;1421900;1422050;1421900;1422050;3302;0
34430000;1422000;1422000;1422000;1422000;200;0
34432000;1422100;1422100;1422100;1422100;200;0
34433000;1422100;1422100;1422100;1422100;100;0
34434000;1422000;1422000;1422000;1422000;1000;0
34435000;1422000;1422000;1422000;1422000;1001;0
34436000;1421900;1422000;1421900;1422000;922;0
34437000;1422000;1422100;1422000;1422000;1347;0
34438000;1422099;1422099;1422099;1422099;10;0
34439000;1421900;1422000;1421900;1422000;11;0
34440000;1422000;1422000;1422000;1422000;90;0
34441000;1422000;1422000;1421900;1421900;617;0
34442000;1422000;1422400;1422000;1422400;3716;0
34444000;1422300;1422400;1422300;1422400;2573;0
34445000;1422400;1422400;1422400;1422400;2822;0
34446000;1422300;1422300;1422300;1422300;600;0
34448000;1422400;1422400;1422400;1422400;300;0
34449000;1422400;1422500;1422400;1422500;2227;0
34450000;1422500;1422601;1422400;1422600;12100;0
34453000;1422620;1422620;1422620;1422620;136;0
34454000;1422700;1422700;1422700;1422700;1;0
34455000;1422800;1422800;1422700;1422700;1385;0
34456000;1422700;1422700;1422700;1422700;100;0
34459000;1422800;1423100;1422800;1423000;14453;0
34460000;1423000;1423000;1422900;1422900;175;0
34461000;1422900;1422900;1422900;1422900;100;0
34462000;1422900;1422900;1422900;1422900;2000;0
34463000;1422900;1423000;1422800;1422800;2222;0
34465000;1422700;1422800;1422700;1422700;268;0
34466000;1422700;1422750;1422700;1422700;1827;0
34468000;1422700;1422700;1422700;1422700;1000;0
34470000;1422700;1422700;1422600;1422650;1829;0
34472000;1422700;1422800;1422700;1422800;1123;0
34475000;1422700;1422770;1422700;1422701;538;0
34476000;1422700;1422700;1422700;1422700;76;0
34477000;1422700;1422700;1422640;1422640;500;0
34478000;1422668;1422900;1422668;1422900;2944;0
34480000;1422800;1422800;1422800;1422800;200;0
34482000;1422900;1422900;1422900;1422900;26;0
34483000;1422800;1422801;1422800;1422801;300;0
34485000;1422800;1422800;1422750;1422799;643;0
34486000;1422800;1422800;1422800;1422800;25;0
34489000;1422800;1423000;1422800;1423000;1132;0
34490000;1423100;1423100;1423100;1423100;38;0
34491000;1423100;1423200;1423100;1423100;4221;0
34492000;1423120;1423120;1423100;1423100;1100;0
34493000;1423100;1423100;1423100;1423100;300;0
34495000;1423100;1423100;1422900;1422900;744;0
34498000;1422964;1422964;1422964;1422964;400;0
34499000;1422950;1422990;1422900;1422990;325;0
34500000;1422800;1422800;1422700;1422800;4708;0
34501000;1422800;1422900;1422800;1422900;576;0
34502000;1422800;1422800;1422800;1422800;400;0
34503000;1422800;1422800;1422800;1422800;2500;0
34504000;1422800;1422800;1422700;1422800;2225;0
34505000;1422750;1422750;1422736;1422736;219;0
34506000;1422700;1422700;1422700;1422700;1100;0
34507000;1422700;1422700;1422700;1422700;100;0
34508000;1422750;1422750;1422700;1422700;100;0
34509000;1422700;1422700;1422700;1422700;100;0
34510000;1422800;1422800;1422800;1422800;6038;0
34511000;1422845;1422910;1422845;1422900;7701;0
34512000;1422900;1422900;1422855;1422900;2800;0
34513000;1422900;1423000;1422900;1423000;1600;0
34514000;1423000;1423000;1422900;1423000;2300;0
34515000;1422900;1423000;1422900;1423000;339;0
34518000;1423000;1423000;1423000;1423000;900;0
